booking_id,customer_id,booking_ts,booking_status,vehicle_type,pickup_location,drop_location,avg_vtat_min,avg_ctat_min,cancelled_by_customer_flag,customer_cancel_reason,cancelled_by_driver_flag,driver_cancel_reason,incomplete_flag,incomplete_reason,booking_value,ride_distance_km,driver_rating,customer_rating,payment_method,is_suspect_completed
CNR9464405,CID6499290,2024-01-07 09:42:44,Completed,Auto,Qutub Minar,Nehru Place,3.7,27.5,,,,,,,511.0,27.35,3.8,4.6,UPI,0
CNR9408186,CID4580193,2024-02-05 18:27:39,Cancelled by Customer,Auto,Badarpur,Cyber Hub,7.1,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR7152355,CID2553470,2024-09-05 20:46:24,Completed,Bike,Old Gurgaon,Saket,8.4,15.6,,,,,,,191.0,13.77,3.7,4.3,UPI,0
CNR5221701,CID3574999,2024-05-02 10:28:36,Cancelled by Driver,Go Mini,Old Gurgaon,India Gate,4.4,,,,1,The customer was coughing/sick,,,,,,,,0
CNR6251372,CID3434544,2024-02-18 18:23:42,Incomplete,Auto,AIIMS,Faridabad Sector 15,5.3,15.8,,,,,1,Customer Demand,161.0,5.98,,,Credit Card,0
CNR2027310,CID8594453,2024-01-02 15:13:32,Cancelled by Driver,Go Sedan,Vasant Kunj,Chhatarpur,4.1,,,,1,More than permitted people in there,,,,,,,,0
CNR3616985,CID7789620,2024-04-15 19:48:17,Completed,Auto,Vidhan Sabha,Hauz Khas,14.2,31.1,,,,,,,388.0,46.27,4.7,4.6,Debit Card,0
CNR3895921,CID2836990,2024-12-26 21:50:51,Cancelled by Driver,Premier Sedan,Narsinghpur,Connaught Place,7.1,,,,1,More than permitted people in there,,,,,,,,0
CNR9048927,CID6060503,2024-06-16 19:33:00,Completed,Auto,Ashram,Gurgaon Railway Station,14.8,35.3,,,,,,,1250.0,32.19,3.9,4.3,Cash,0
CNR6050496,CID3402970,2024-11-18 10:09:30,Completed,Bike,South Extension,Huda City Centre,12.7,19.8,,,,,,,281.0,31.9,3.0,4.5,Credit Card,0
CNR6461780,CID5859203,2024-11-22 12:37:50,Completed,Premier Sedan,Saket,Manesar,7.0,42.8,,,,,,,738.0,38.45,4.3,4.9,Cash,0
CNR3716484,CID4770436,2024-04-11 15:23:15,Completed,Premier Sedan,Okhla,New Delhi Railway Station,13.2,22.3,,,,,,,985.0,18.24,4.2,4.7,Cash,0
CNR7231938,CID3102385,2024-04-29 08:51:46,Completed,Go Sedan,Preet Vihar,Karkarduma,7.8,38.6,,,,,,,397.0,36.02,3.3,5.0,UPI,0
CNR3400437,CID8317351,2024-08-01 14:37:55,Completed,Bike,Vinobapuri,Pataudi Chowk,6.7,33.0,,,,,,,143.0,21.91,3.7,4.8,Credit Card,0
CNR2723115,CID8939540,2024-09-13 18:55:57,Cancelled by Customer,Bike,Rajouri Garden,Noida Sector 18,9.3,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR8789617,CID8741403,2024-10-08 09:49:16,Completed,Go Sedan,Sikanderpur,Meerut,8.2,35.1,,,,,,,661.0,7.45,3.9,4.2,Uber Wallet,0
CNR2975670,CID1263822,2024-09-13 07:48:47,Completed,eBike,India Gate,Gurgaon Railway Station,14.2,35.3,,,,,,,723.0,46.86,3.7,3.8,UPI,0
CNR6824602,CID9492507,2024-01-12 04:32:58,Incomplete,Auto,Inderlok,Rohini,5.8,12.2,,,,,1,Other Issue,851.0,15.62,,,Cash,0
CNR5581318,CID3533438,2024-03-18 10:09:00,Completed,Go Sedan,Sushant Lok,New Delhi Railway Station,14.7,29.0,,,,,,,403.0,43.7,4.8,3.2,Cash,0
CNR8695678,CID3878454,2024-12-18 23:42:40,Completed,Go Sedan,Subhash Chowk,Jasola,14.9,32.9,,,,,,,279.0,36.42,4.5,4.9,Credit Card,0
CNR4083592,CID3966907,2024-07-23 07:04:11,Completed,Go Sedan,Bhikaji Cama Place,Aya Nagar,4.9,43.9,,,,,,,465.0,30.16,4.4,4.9,UPI,0
CNR7408246,CID2144221,2024-11-16 10:13:04,Completed,Uber XL,Lal Quila,Greater Noida,10.1,41.7,,,,,,,832.0,34.44,3.7,3.9,UPI,0
CNR1083318,CID1669608,2024-10-02 20:11:57,Completed,Go Sedan,Jhilmil,Sultanpur,5.1,27.4,,,,,,,320.0,23.81,4.5,4.5,UPI,0
CNR9296108,CID1775503,2024-03-29 08:56:15,Cancelled by Customer,Premier Sedan,Rohini,Ramesh Nagar,18.2,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR6532161,CID5429843,2024-10-02 16:56:08,Completed,Go Sedan,IMT Manesar,Saidulajab,4.9,28.0,,,,,,,356.0,30.9,3.2,3.6,Debit Card,0
CNR5209792,CID6953263,2024-09-15 19:32:43,Completed,Auto,Hauz Khas,Nehru Place,14.8,42.6,,,,,,,919.0,15.58,4.6,4.2,UPI,0
CNR2787369,CID5884591,2024-07-28 15:20:25,Completed,Auto,Preet Vihar,Ghitorni,12.9,37.3,,,,,,,617.0,21.47,4.3,3.0,Uber Wallet,0
CNR6544520,CID6428617,2024-10-19 17:59:59,Completed,Bike,AIIMS,Jor Bagh,11.1,37.0,,,,,,,153.0,11.37,3.8,3.6,UPI,0
CNR1078339,CID6564429,2024-04-16 14:49:15,Completed,Go Sedan,Connaught Place,Okhla,5.3,21.8,,,,,,,168.0,46.19,3.5,4.3,UPI,0
CNR9014009,CID6342083,2024-05-14 06:45:51,Cancelled by Customer,Go Mini,Adarsh Nagar,Sadar Bazar Gurgaon,13.5,,1,Change of plans,,,,,,,,,,0
CNR7061158,CID5028146,2024-11-22 18:58:37,Completed,Auto,Malviya Nagar,Ramesh Nagar,12.2,19.6,,,,,,,493.0,16.78,4.2,4.2,Cash,0
CNR9007330,CID5278157,2024-07-10 14:34:01,Completed,Go Mini,Raj Nagar Extension,Munirka,12.6,30.8,,,,,,,386.0,23.89,4.9,4.7,UPI,0
CNR3739580,CID2947752,2024-03-11 09:31:49,Cancelled by Customer,Premier Sedan,GTB Nagar,Nehru Place,15.2,,1,AC is not working,,,,,,,,,,0
CNR3068153,CID5210653,2024-05-11 14:47:33,Cancelled by Driver,Bike,Uttam Nagar,Vinobapuri,5.4,,,,1,The customer was coughing/sick,,,,,,,,0
CNR5470332,CID2680818,2024-01-28 18:18:23,Completed,Go Sedan,Sarojini Nagar,Peeragarhi,13.3,23.2,,,,,,,719.0,29.32,4.9,4.2,Uber Wallet,0
CNR2308118,CID7075513,2024-03-19 12:39:34,Completed,Bike,Ashram,Rajiv Nagar,12.4,34.8,,,,,,,514.0,27.43,4.6,4.3,Cash,0
CNR3547014,CID4803306,2024-11-16 09:33:59,Completed,Premier Sedan,Vishwavidyalaya,Netaji Subhash Place,11.2,22.4,,,,,,,560.0,18.96,4.2,4.2,Cash,0
CNR1060990,CID2468910,2024-06-11 11:51:45,Completed,Bike,Vidhan Sabha,Badarpur,11.0,19.6,,,,,,,84.0,31.14,3.8,4.9,UPI,0
CNR5929503,CID1495391,2024-11-27 11:49:53,Cancelled by Driver,Premier Sedan,Rajiv Chowk,Green Park,4.9,,,,1,The customer was coughing/sick,,,,,,,,0
CNR1657630,CID6552184,2024-02-15 09:36:07,Completed,Go Sedan,Sarai Kale Khan,Chirag Delhi,8.2,35.2,,,,,,,412.0,38.44,4.2,4.2,UPI,0
CNR9211303,CID7466511,2024-02-01 11:56:22,Cancelled by Driver,Go Mini,Rajouri Garden,Connaught Place,10.1,,,,1,The customer was coughing/sick,,,,,,,,0
CNR2570708,CID4550400,2024-10-31 16:06:31,Completed,Go Mini,Keshav Puram,Adarsh Nagar,7.1,32.7,,,,,,,377.0,22.12,4.3,4.3,UPI,0
CNR5188436,CID4936489,2024-08-17 17:52:14,Completed,Go Mini,Chhatarpur,INA Market,9.4,40.4,,,,,,,1744.0,13.23,4.2,4.2,Debit Card,0
CNR2898181,CID7287484,2024-06-19 19:03:06,Incomplete,Auto,Ashok Park Main,Noida Film City,3.7,26.2,,,,,1,Customer Demand,311.0,7.84,,,Debit Card,0
CNR8684107,CID5810162,2024-08-20 09:10:55,Incomplete,Auto,Pulbangash,Gurgaon Sector 56,8.3,25.2,,,,,1,Customer Demand,493.0,8.16,,,Uber Wallet,0
CNR3486515,CID6871940,2024-09-20 16:46:38,Cancelled by Customer,Bike,Shahdara,DLF City Court,13.9,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR7179064,CID2613488,2024-05-17 10:41:41,Completed,eBike,Udyog Bhawan,Old Gurgaon,7.4,40.7,,,,,,,369.0,40.72,4.6,4.3,Uber Wallet,0
CNR5288557,CID5263116,2024-02-02 16:26:17,Completed,Bike,Jhilmil,Mandi House,5.8,36.4,,,,,,,128.0,45.26,4.8,4.6,UPI,0
CNR9885554,CID2154880,2024-07-20 17:47:16,Completed,Premier Sedan,DLF Phase 3,DLF City Court,6.3,31.2,,,,,,,326.0,12.41,3.8,4.3,Debit Card,0
CNR7966877,CID3064055,2024-03-27 17:05:36,Completed,Uber XL,Tis Hazari,Gurgaon Railway Station,12.5,34.9,,,,,,,2228.0,6.96,4.3,4.9,UPI,0
CNR7876811,CID4220346,2024-01-09 20:16:11,Completed,Go Mini,Rohini West,Tughlakabad,11.5,16.5,,,,,,,316.0,32.32,5.0,4.5,UPI,0
CNR7792966,CID8113507,2024-06-04 09:52:57,Completed,Bike,Sadar Bazar Gurgaon,Saket A Block,10.5,18.6,,,,,,,401.0,9.67,4.5,4.6,UPI,0
CNR9235096,CID2223420,2024-09-12 17:25:27,Completed,Premier Sedan,Noida Film City,Saidulajab,13.8,32.3,,,,,,,272.0,15.35,4.1,4.1,UPI,0
CNR9174958,CID4462828,2024-10-16 15:49:05,No Driver Found,Go Sedan,IFFCO Chowk,Botanical Garden,,,,,,,,,,,,,,0
CNR1446013,CID5099254,2024-04-01 14:05:11,Completed,Auto,GTB Nagar,Raj Nagar Extension,8.9,41.5,,,,,,,221.0,21.42,4.7,4.4,Cash,0
CNR8251515,CID8592738,2024-11-18 06:49:14,No Driver Found,Premier Sedan,Noida Film City,Sohna Road,,,,,,,,,,,,,,0
CNR8326462,CID5925659,2024-09-22 15:00:18,Completed,Bike,Tagore Garden,Lajpat Nagar,8.2,31.1,,,,,,,1310.0,31.56,3.4,4.2,UPI,0
CNR4249287,CID8366640,2024-09-15 13:45:33,Incomplete,eBike,Vinobapuri,Shahdara,2.5,24.5,,,,,1,Other Issue,629.0,14.42,,,Cash,0
CNR6049392,CID8225930,2024-05-02 21:24:54,Completed,Go Mini,Vatika Chowk,Hero Honda Chowk,2.0,44.1,,,,,,,106.0,41.4,4.5,4.4,Uber Wallet,0
CNR3494786,CID7646708,2024-11-22 15:08:14,Completed,Auto,Old Gurgaon,Faridabad Sector 15,11.6,36.8,,,,,,,364.0,41.13,3.7,4.5,Cash,0
CNR1636812,CID7003593,2024-05-31 17:11:01,Cancelled by Driver,Premier Sedan,Palam Vihar,Raj Nagar Extension,9.8,,,,1,The customer was coughing/sick,,,,,,,,0
CNR8242108,CID2697585,2024-11-09 15:21:55,No Driver Found,Go Sedan,Kashmere Gate,Sarai Kale Khan,,,,,,,,,,,,,,0
CNR9002999,CID2408944,2024-04-06 10:19:12,Cancelled by Customer,Auto,Udyog Bhawan,Qutub Minar,7.9,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR1339024,CID9711639,2024-12-30 05:52:52,Incomplete,Go Mini,IGNOU Road,Rajiv Chowk,2.7,21.3,,,,,1,Customer Demand,97.0,1.3,,,UPI,0
CNR5427196,CID8010639,2024-01-31 21:15:21,Completed,Auto,Model Town,Jahangirpuri,14.8,32.4,,,,,,,195.0,16.33,3.4,4.6,Debit Card,0
CNR9360318,CID8793458,2024-03-11 15:01:35,Completed,Bike,Khan Market,Qutub Minar,7.1,24.4,,,,,,,356.0,41.1,4.6,4.7,UPI,0
CNR3845810,CID5802261,2024-01-06 21:14:22,Cancelled by Driver,Go Mini,Bhiwadi,Gurgaon Sector 56,6.3,,,,1,The customer was coughing/sick,,,,,,,,0
CNR2100952,CID8171711,2024-04-24 03:40:07,Cancelled by Driver,Auto,Central Secretariat,Rajiv Nagar,3.5,,,,1,Customer related issue,,,,,,,,0
CNR9862491,CID1291825,2024-12-19 09:41:26,Completed,Premier Sedan,INA Market,Sikanderpur,12.6,43.3,,,,,,,402.0,31.62,4.9,3.1,Cash,0
CNR6277860,CID4556317,2024-05-17 19:13:13,Completed,Bike,Old Gurgaon,ITO,7.5,22.4,,,,,,,98.0,8.7,4.6,3.8,Debit Card,0
CNR3414806,CID5832195,2024-06-11 23:15:12,Completed,Premier Sedan,Moolchand,RK Puram,6.1,27.5,,,,,,,389.0,31.22,4.5,4.7,Cash,0
CNR4525968,CID5473674,2024-07-16 12:58:33,Completed,eBike,Malviya Nagar,Khandsa,7.5,24.2,,,,,,,367.0,10.62,4.2,4.3,Cash,0
CNR1895018,CID7216563,2024-12-14 18:44:55,Completed,Premier Sedan,Vasant Kunj,Subhash Nagar,4.0,41.4,,,,,,,526.0,20.58,4.9,4.2,UPI,0
CNR5559679,CID3917774,2024-03-14 18:49:44,Completed,Auto,IGNOU Road,Paharganj,7.7,39.9,,,,,,,432.0,34.79,4.3,4.2,Cash,0
CNR4348672,CID4210097,2024-11-21 08:37:29,Completed,Go Sedan,Noida Sector 18,Noida Film City,6.3,15.2,,,,,,,190.0,26.51,4.2,4.6,Uber Wallet,0
CNR3740781,CID9132422,2024-11-19 12:32:23,Cancelled by Driver,Go Mini,IGI Airport,Barakhamba Road,8.2,,,,1,Personal & Car related issues,,,,,,,,0
CNR6292792,CID6561092,2024-09-18 17:34:25,Completed,Uber XL,Govindpuri,Raj Nagar Extension,4.5,21.3,,,,,,,332.0,48.83,4.2,4.3,Uber Wallet,0
CNR3826317,CID5048008,2024-10-19 13:17:16,Completed,Uber XL,Kaushambi,IGNOU Road,8.5,23.3,,,,,,,260.0,12.73,4.8,4.3,Credit Card,0
CNR8349114,CID7136978,2024-01-16 07:10:22,Completed,Uber XL,Greater Kailash,Basai Dhankot,13.3,27.5,,,,,,,449.0,20.31,4.7,3.8,Credit Card,0
CNR2394711,CID2651396,2024-10-15 17:30:47,Completed,eBike,Jor Bagh,Nehru Place,5.7,20.5,,,,,,,154.0,5.15,4.4,3.8,Cash,0
CNR3260598,CID4565449,2024-04-08 09:53:35,Completed,Go Mini,Vishwavidyalaya,IMT Manesar,3.1,31.7,,,,,,,187.0,44.22,3.9,4.2,Uber Wallet,0
CNR1824033,CID8549182,2024-06-14 13:54:53,Completed,Bike,Mandi House,Udyog Bhawan,9.6,33.4,,,,,,,247.0,39.7,4.4,5.0,Cash,0
CNR2699939,CID9535075,2024-11-03 17:47:25,Completed,Uber XL,Indirapuram,IIT Delhi,5.7,32.0,,,,,,,867.0,13.9,4.3,4.1,UPI,0
CNR9258473,CID5589737,2024-08-08 06:36:18,Completed,Go Mini,Laxmi Nagar,Central Secretariat,12.9,36.8,,,,,,,91.0,26.1,4.9,4.9,Cash,0
CNR6349907,CID4971999,2024-12-12 22:55:53,Completed,Go Mini,Kirti Nagar,INA Market,11.7,17.4,,,,,,,933.0,23.22,4.2,4.2,UPI,0
CNR8529075,CID3475918,2024-02-24 17:35:58,Cancelled by Driver,Uber XL,Ambience Mall,Samaypur Badli,11.3,,,,1,More than permitted people in there,,,,,,,,0
CNR6963895,CID8419106,2024-12-09 10:42:32,Completed,Premier Sedan,DLF City Court,Rithala,14.1,20.9,,,,,,,993.0,27.87,4.3,3.3,Credit Card,0
CNR7726365,CID4841652,2024-08-29 09:19:51,Completed,Auto,Tagore Garden,Vinobapuri,7.1,43.4,,,,,,,347.0,15.14,4.6,3.1,Cash,0
CNR6066034,CID5089580,2024-01-20 19:40:50,Completed,Go Mini,Mayur Vihar,Kashmere Gate ISBT,12.4,41.7,,,,,,,600.0,44.8,3.9,4.6,Debit Card,0
CNR3249568,CID8379403,2024-12-08 14:10:49,Completed,Go Sedan,Kaushambi,Connaught Place,11.7,21.1,,,,,,,753.0,4.21,4.3,4.7,UPI,0
CNR5745440,CID4163203,2024-10-19 10:05:26,Cancelled by Driver,Auto,Ambience Mall,Shastri Nagar,10.7,,,,1,Customer related issue,,,,,,,,0
CNR4514469,CID7441667,2024-05-17 18:19:58,Incomplete,Go Mini,Sonipat,India Gate,9.6,19.8,,,,,1,Vehicle Breakdown,218.0,19.76,,,UPI,0
CNR7437451,CID9689914,2024-02-11 15:35:04,Completed,Auto,Civil Lines Gurgaon,RK Puram,14.1,40.0,,,,,,,674.0,34.97,3.9,4.3,Cash,0
CNR2790464,CID1087737,2024-08-31 16:45:40,Cancelled by Driver,eBike,Karol Bagh,Kanhaiya Nagar,5.6,,,,1,The customer was coughing/sick,,,,,,,,0
CNR7192673,CID1410746,2024-11-25 18:24:40,Incomplete,Go Sedan,Greater Noida,Sadar Bazar Gurgaon,8.0,15.7,,,,,1,Other Issue,319.0,10.59,,,Cash,0
CNR6386306,CID2813606,2024-02-29 23:30:11,Completed,Auto,GTB Nagar,Karol Bagh,2.9,30.7,,,,,,,238.0,17.89,4.6,4.6,Cash,0
CNR3211058,CID5171877,2024-04-06 18:43:47,Cancelled by Driver,Go Mini,Laxmi Nagar,Seelampur,10.5,,,,1,The customer was coughing/sick,,,,,,,,0
CNR3949537,CID8118584,2024-11-02 10:34:32,Completed,Go Mini,GTB Nagar,Manesar,3.9,34.3,,,,,,,1837.0,46.96,4.8,4.9,UPI,0
CNR3423932,CID4237625,2024-08-15 09:34:52,Incomplete,Go Mini,Dwarka Mor,Badarpur,7.2,16.6,,,,,1,Other Issue,992.0,3.01,,,Credit Card,0
CNR5172982,CID9287673,2024-11-07 17:53:51,No Driver Found,Premier Sedan,Chhatarpur,Mehrauli,,,,,,,,,,,,,,0
CNR3446888,CID8111572,2024-05-14 22:42:39,Completed,Auto,Tis Hazari,Kherki Daula Toll,7.0,43.8,,,,,,,619.0,27.66,4.3,4.9,UPI,0
CNR8532025,CID6585117,2024-07-14 11:35:13,Completed,Premier Sedan,Rohini West,Noida Sector 18,5.7,45.0,,,,,,,189.0,13.37,4.9,5.0,UPI,0
CNR1227913,CID5693996,2024-02-23 10:26:03,Completed,Premier Sedan,Preet Vihar,Kaushambi,8.6,32.4,,,,,,,382.0,14.34,4.3,4.3,Uber Wallet,0
CNR5389104,CID5640983,2024-05-24 11:55:56,No Driver Found,Premier Sedan,South Extension,Gwal Pahari,,,,,,,,,,,,,,0
CNR5926587,CID9321646,2024-04-06 13:51:07,Incomplete,Bike,Paharganj,Gwal Pahari,5.8,15.1,,,,,1,Other Issue,693.0,17.67,,,Cash,0
CNR3373574,CID6365716,2024-09-10 12:00:05,Completed,Bike,Anand Vihar ISBT,Rajiv Nagar,6.4,17.0,,,,,,,675.0,10.51,4.1,3.3,Cash,0
CNR8926918,CID3099748,2024-02-09 17:54:11,Completed,Premier Sedan,Indraprastha,Noida Sector 18,3.1,38.2,,,,,,,880.0,30.95,4.8,4.6,Uber Wallet,0
CNR1128663,CID4519630,2024-06-10 06:34:19,Completed,Go Sedan,Peeragarhi,Okhla,4.4,39.8,,,,,,,463.0,47.3,4.3,4.9,Cash,0
CNR6914946,CID4658822,2024-08-29 21:23:07,Completed,Auto,Green Park,Vasant Kunj,8.8,34.9,,,,,,,339.0,41.38,3.2,3.9,UPI,0
CNR3980787,CID5944372,2024-10-24 21:12:00,No Driver Found,Go Sedan,Barakhamba Road,Pragati Maidan,,,,,,,,,,,,,,0
CNR2116244,CID3640699,2024-09-09 17:03:42,Completed,Go Sedan,Khandsa,Govindpuri,8.4,33.8,,,,,,,888.0,47.94,4.7,4.6,Uber Wallet,0
CNR4269591,CID7664562,2024-05-19 06:57:51,Incomplete,Auto,Kherki Daula Toll,Green Park,7.7,19.7,,,,,1,Other Issue,1314.0,1.35,,,Cash,0
CNR2937422,CID7045412,2024-06-01 21:33:58,Completed,Go Sedan,Saket A Block,Kirti Nagar,6.6,28.1,,,,,,,574.0,37.54,4.6,4.9,Credit Card,0
CNR5916222,CID2819917,2024-08-21 20:53:21,Completed,Auto,Gurgaon Sector 56,Green Park,4.0,22.1,,,,,,,319.0,12.15,4.3,4.9,Cash,0
CNR7961070,CID4616551,2024-10-06 09:10:25,Completed,Bike,Pragati Maidan,ITO,13.0,20.2,,,,,,,608.0,9.23,4.1,3.2,Credit Card,0
CNR3255278,CID5463355,2024-01-03 06:10:55,Completed,eBike,Sarai Kale Khan,India Gate,3.7,42.3,,,,,,,937.0,49.69,4.3,4.4,UPI,0
CNR2550832,CID1560115,2024-10-03 07:51:31,No Driver Found,Auto,Noida Extension,Basai Dhankot,,,,,,,,,,,,,,0
CNR2511750,CID2006155,2024-05-20 21:00:17,Cancelled by Customer,Go Sedan,Khandsa,Noida Sector 62,14.4,,1,AC is not working,,,,,,,,,,0
CNR2404087,CID7912002,2024-12-19 18:07:42,Completed,Go Sedan,DLF Phase 3,Qutub Minar,12.8,21.9,,,,,,,994.0,48.77,4.3,3.8,UPI,0
CNR3631473,CID5234898,2024-08-26 17:31:19,Completed,Uber XL,Nawada,Uttam Nagar,14.7,16.5,,,,,,,103.0,36.05,4.4,4.9,Cash,0
CNR3627875,CID4461108,2024-12-22 09:34:23,Cancelled by Customer,Go Mini,Sarojini Nagar,Pitampura,16.2,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR5178515,CID6179340,2024-03-17 10:48:19,Cancelled by Driver,eBike,Golf Course Road,Shivaji Park,5.7,,,,1,Personal & Car related issues,,,,,,,,0
CNR3576973,CID5170788,2024-02-29 22:48:29,Incomplete,Go Mini,Azadpur,Ambience Mall,7.2,29.2,,,,,1,Customer Demand,422.0,18.16,,,UPI,0
CNR4466659,CID4351724,2024-05-24 11:27:55,Completed,Go Sedan,Vinobapuri,Yamuna Bank,10.1,26.6,,,,,,,304.0,17.06,4.6,4.7,Debit Card,0
CNR9561808,CID8755825,2024-04-09 13:37:14,Completed,Go Sedan,Punjabi Bagh,Kadarpur,4.2,44.2,,,,,,,392.0,9.15,3.9,4.6,UPI,0
CNR9568320,CID6791495,2024-03-03 16:54:22,Cancelled by Driver,Go Sedan,Udyog Bhawan,Sultanpur,10.7,,,,1,More than permitted people in there,,,,,,,,0
CNR1955934,CID5778079,2024-07-01 08:50:14,Completed,Go Mini,Kanhaiya Nagar,Jor Bagh,3.9,40.6,,,,,,,206.0,8.29,4.6,4.3,UPI,0
CNR8845358,CID7964322,2024-03-28 20:06:34,Completed,Go Sedan,GTB Nagar,Satguru Ram Singh Marg,13.9,29.7,,,,,,,475.0,49.85,3.1,4.6,Credit Card,0
CNR7845089,CID6304818,2024-09-09 13:47:52,Completed,Go Mini,Vinobapuri,Panipat,6.9,43.8,,,,,,,184.0,16.64,4.6,3.3,UPI,0
CNR5622777,CID3235929,2024-09-21 10:06:39,Completed,eBike,Peeragarhi,Jahangirpuri,7.6,19.2,,,,,,,895.0,5.01,3.3,4.7,UPI,0
CNR5823475,CID9502823,2024-07-22 11:37:16,Completed,Go Mini,Palam Vihar,Malviya Nagar,3.4,44.5,,,,,,,375.0,37.24,4.6,4.2,UPI,0
CNR5556252,CID6669175,2024-04-30 09:48:54,Completed,Auto,Sonipat,Mayur Vihar,10.9,31.7,,,,,,,662.0,33.48,4.5,4.1,Cash,0
CNR9974867,CID1178081,2024-02-23 01:50:55,Completed,Premier Sedan,Lal Quila,Model Town,6.2,36.6,,,,,,,538.0,46.03,3.3,3.8,UPI,0
CNR4743018,CID8986435,2024-01-23 19:11:27,Cancelled by Customer,Go Mini,Pulbangash,Dilshad Garden,8.8,,1,Wrong Address,,,,,,,,,,0
CNR6148176,CID8996641,2024-04-14 08:49:56,Completed,Bike,Nawada,Preet Vihar,12.5,15.6,,,,,,,431.0,38.26,3.2,5.0,Cash,0
CNR2522163,CID8515202,2024-07-07 09:16:24,Cancelled by Driver,Go Sedan,Janakpuri,Indraprastha,9.5,,,,1,More than permitted people in there,,,,,,,,0
CNR7695645,CID8449917,2024-03-26 17:19:00,Completed,Go Sedan,Bahadurgarh,DLF City Court,6.6,30.6,,,,,,,283.0,26.18,4.3,4.5,UPI,0
CNR4409400,CID1863616,2024-10-10 00:33:37,Completed,Bike,Qutub Minar,IGNOU Road,7.8,31.7,,,,,,,201.0,38.37,4.5,4.3,UPI,0
CNR9060029,CID3403308,2024-01-24 11:38:53,Completed,Go Mini,Pitampura,Preet Vihar,13.1,32.4,,,,,,,878.0,17.67,4.1,4.6,UPI,0
CNR6299906,CID6476024,2024-07-12 12:42:26,Completed,Bike,Indirapuram,Noida Extension,6.1,36.0,,,,,,,624.0,45.8,3.1,4.6,Credit Card,0
CNR3338851,CID7710705,2024-09-24 07:04:50,Cancelled by Driver,Bike,Greater Kailash,Anand Vihar,10.8,,,,1,The customer was coughing/sick,,,,,,,,0
CNR2942907,CID3652656,2024-04-28 07:07:24,Completed,Bike,Inderlok,Mandi House,14.0,37.8,,,,,,,193.0,25.33,4.4,4.3,UPI,0
CNR9945071,CID7690135,2024-11-10 05:20:59,Completed,eBike,Hero Honda Chowk,Govindpuri,4.3,29.6,,,,,,,1101.0,4.52,4.6,4.3,Cash,0
CNR6146688,CID9129021,2024-04-28 14:48:40,Cancelled by Customer,Auto,Manesar,Botanical Garden,5.2,,1,Change of plans,,,,,,,,,,0
CNR6681508,CID1618023,2024-12-11 05:45:14,No Driver Found,Premier Sedan,Kashmere Gate,Golf Course Road,,,,,,,,,,,,,,0
CNR8267368,CID9752589,2024-01-13 21:51:27,Incomplete,Bike,Faridabad Sector 15,Jama Masjid,9.1,29.8,,,,,1,Other Issue,663.0,8.84,,,Cash,0
CNR9215137,CID9226972,2024-05-29 11:55:04,Completed,Auto,DLF Phase 3,Mayur Vihar,14.6,20.0,,,,,,,94.0,11.43,5.0,3.9,UPI,0
CNR9878830,CID4388935,2024-02-23 19:49:08,Cancelled by Driver,Premier Sedan,South Extension,Jama Masjid,11.1,,,,1,The customer was coughing/sick,,,,,,,,0
CNR7856182,CID1362109,2024-02-25 21:27:13,Cancelled by Customer,Auto,Tilak Nagar,Shahdara,14.5,,1,Wrong Address,,,,,,,,,,0
CNR5654732,CID6461708,2024-02-01 08:45:07,Cancelled by Driver,Go Sedan,Civil Lines Gurgaon,IGI Airport,4.6,,,,1,Customer related issue,,,,,,,,0
CNR9433851,CID7747986,2024-11-28 18:42:51,Cancelled by Customer,Go Mini,Narsinghpur,Model Town,12.9,,1,Wrong Address,,,,,,,,,,0
CNR8379144,CID2814077,2024-02-17 17:31:29,Completed,Bike,Noida Extension,Faridabad Sector 15,6.7,41.9,,,,,,,572.0,3.35,4.8,5.0,Credit Card,0
CNR3075291,CID1685699,2024-09-21 09:04:31,Cancelled by Driver,Go Sedan,Netaji Subhash Place,Rohini West,4.7,,,,1,The customer was coughing/sick,,,,,,,,0
CNR2698948,CID9026132,2024-10-02 16:19:17,Cancelled by Driver,Go Sedan,Panipat,IGI Airport,3.3,,,,1,The customer was coughing/sick,,,,,,,,0
CNR7071045,CID6894371,2024-02-20 14:04:30,Completed,Go Sedan,Ashok Vihar,Sarai Kale Khan,11.3,25.3,,,,,,,330.0,44.49,4.2,4.3,UPI,0
CNR1029008,CID1723054,2024-06-26 20:44:55,Completed,Go Mini,Lok Kalyan Marg,Huda City Centre,5.7,21.7,,,,,,,856.0,5.53,4.2,4.8,UPI,0
CNR9900071,CID5606206,2024-10-24 09:43:11,Completed,Premier Sedan,New Colony,Satguru Ram Singh Marg,6.0,34.9,,,,,,,591.0,38.48,4.4,3.3,UPI,0
CNR3982401,CID8244223,2024-12-04 10:42:28,Cancelled by Customer,Go Mini,Maidan Garhi,Pulbangash,6.8,,1,AC is not working,,,,,,,,,,0
